ROUND;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108
USERGRP366;1;2;1;1;2;1;1;2;1;2;3;1;2;2;3;2;2;1;3;2;3;2;2;3;1;3;2;3;1;3;1;2;1;1;1;3;3;3;3;1;3;1;1;3;3;2;2;2;1;2;1;2;3;2;1;2;2;2;1;3;1;2;2;1;3;2;1;2;1;3;3;1;2;3;2;2;2;2;2;1;1;3;2;1;2;3;1;3;3;3;1;3;3;2;2;3;2;1;2;2;3;2;3;1;2;3;3;1
USERGRP367;3;3;2;3;1;2;2;2;1;1;2;2;2;3;1;3;3;2;1;3;1;2;2;1;3;2;3;3;3;1;1;3;3;2;2;3;1;2;1;1;2;1;1;2;1;2;3;1;2;2;3;2;2;1;3;2;3;2;2;3;1;3;2;3;1;3;1;2;1;1;1;3;3;3;3;1;3;1;1;3;3;2;2;2;1;2;1;2;3;2;1;2;2;2;1;3;1;2;2;1;3;2;1;2;1;3;3;1
USERGRP368;3;2;2;3;2;1;3;1;1;2;2;3;2;1;3;3;1;2;3;3;2;1;3;1;1;1;1;3;1;1;2;2;3;3;1;1;3;3;2;3;1;2;2;2;1;1;2;2;2;3;1;3;3;2;1;3;1;2;2;1;3;2;3;3;3;1;1;3;3;2;2;3;1;2;1;1;2;1;1;2;1;2;3;1;2;2;3;2;2;1;3;2;3;2;2;3;1;3;2;3;1;3;1;2;1;1;1;3
USERGRP369;2;1;1;1;2;2;2;1;1;3;3;3;3;2;2;3;2;3;1;1;1;3;3;1;2;3;1;3;3;2;1;1;2;3;1;2;3;2;2;3;2;1;3;1;1;2;2;3;2;1;3;3;1;2;3;3;2;1;3;1;1;1;1;3;1;1;2;2;3;3;1;1;3;3;2;3;1;2;2;2;1;1;2;2;2;3;1;3;3;2;1;3;1;2;2;1;3;2;3;3;3;1;1;3;3;2;2;3
USERGRP370;2;3;2;2;3;2;3;2;1;1;3;3;2;1;2;2;1;2;2;1;3;1;2;1;3;3;1;3;3;3;2;3;2;3;3;3;2;1;1;1;2;2;2;1;1;3;3;3;3;2;2;3;2;3;1;1;1;3;3;1;2;3;1;3;3;2;1;1;2;3;1;2;3;2;2;3;2;1;3;1;1;2;2;3;2;1;3;3;1;2;3;3;2;1;3;1;1;1;1;3;1;1;2;2;3;3;1;1
USERGRP371;2;3;1;1;1;2;2;2;3;2;3;2;3;2;3;2;1;1;2;2;1;3;2;3;2;2;1;3;1;1;1;2;2;2;3;3;2;3;2;2;3;2;3;2;1;1;3;3;2;1;2;2;1;2;2;1;3;1;2;1;3;3;1;3;3;3;2;3;2;3;3;3;2;1;1;1;2;2;2;1;1;3;3;3;3;2;2;3;2;3;1;1;1;3;3;1;2;3;1;3;3;2;1;1;2;3;1;2
USERGRP372;1;1;2;2;3;1;3;2;2;2;2;2;3;1;3;3;3;1;3;3;1;3;1;3;3;1;1;2;2;1;3;1;3;2;1;1;2;3;1;1;1;2;2;2;3;2;3;2;3;2;3;2;1;1;2;2;1;3;2;3;2;2;1;3;1;1;1;2;2;2;3;3;2;3;2;2;3;2;3;2;1;1;3;3;2;1;2;2;1;2;2;1;3;1;2;1;3;3;1;3;3;3;2;3;2;3;3;3
USERGRP373;2;2;1;1;3;2;2;1;2;3;1;3;2;2;1;3;1;2;2;3;1;2;1;2;1;2;1;1;2;2;3;2;1;1;2;1;1;1;2;2;3;1;3;2;2;2;2;2;3;1;3;3;3;1;3;3;1;3;1;3;3;1;1;2;2;1;3;1;3;2;1;1;2;3;1;1;1;2;2;2;3;2;3;2;3;2;3;2;1;1;2;2;1;3;2;3;2;2;1;3;1;1;1;2;2;2;3;3
USERGRP374;3;3;1;3;2;2;2;2;1;1;1;3;1;1;2;1;3;1;1;1;1;2;2;1;3;3;3;1;2;1;2;1;1;3;2;3;2;2;1;1;3;2;2;1;2;3;1;3;2;2;1;3;1;2;2;3;1;2;1;2;1;2;1;1;2;2;3;2;1;1;2;1;1;1;2;2;3;1;3;2;2;2;2;2;3;1;3;3;3;1;3;3;1;3;1;3;3;1;1;2;2;1;3;1;3;2;1;1
USERGRP375;1;1;2;3;3;3;1;3;1;1;2;2;2;2;3;1;1;2;3;1;3;1;2;1;1;1;2;2;1;3;1;3;2;3;3;3;3;3;1;3;2;2;2;2;1;1;1;3;1;1;2;1;3;1;1;1;1;2;2;1;3;3;3;1;2;1;2;1;1;3;2;3;2;2;1;1;3;2;2;1;2;3;1;3;2;2;1;3;1;2;2;3;1;2;1;2;1;2;1;1;2;2;3;2;1;1;2;1
USERGRP376;1;3;2;1;1;3;3;2;3;1;2;1;1;3;1;2;3;2;1;2;3;3;1;3;2;1;3;1;2;2;1;1;3;1;3;1;1;1;2;3;3;3;1;3;1;1;2;2;2;2;3;1;1;2;3;1;3;1;2;1;1;1;2;2;1;3;1;3;2;3;3;3;3;3;1;3;2;2;2;2;1;1;1;3;1;1;2;1;3;1;1;1;1;2;2;1;3;3;3;1;2;1;2;1;1;3;2;3
USERGRP377;3;1;3;2;3;3;2;3;3;1;3;1;1;1;2;1;1;1;1;2;1;3;2;2;3;2;3;1;1;1;2;3;1;1;1;2;1;3;2;1;1;3;3;2;3;1;2;1;1;3;1;2;3;2;1;2;3;3;1;3;2;1;3;1;2;2;1;1;3;1;3;1;1;1;2;3;3;3;1;3;1;1;2;2;2;2;3;1;1;2;3;1;3;1;2;1;1;1;2;2;1;3;1;3;2;3;3;3
USERGRP378;2;1;3;3;1;3;2;3;3;3;1;1;3;2;3;2;2;3;2;2;1;3;3;3;1;1;1;2;3;1;3;2;3;1;2;3;3;1;3;2;3;3;2;3;3;1;3;1;1;1;2;1;1;1;1;2;1;3;2;2;3;2;3;1;1;1;2;3;1;1;1;2;1;3;2;1;1;3;3;2;3;1;2;1;1;3;1;2;3;2;1;2;3;3;1;3;2;1;3;1;2;2;1;1;3;1;3;1
USERGRP379;1;1;2;2;2;2;2;3;1;2;2;1;1;3;2;2;2;2;3;2;1;3;1;3;1;3;1;2;1;3;3;2;3;3;1;1;2;1;3;3;1;3;2;3;3;3;1;1;3;2;3;2;2;3;2;2;1;3;3;3;1;1;1;2;3;1;3;2;3;1;2;3;3;1;3;2;3;3;2;3;3;1;3;1;1;1;2;1;1;1;1;2;1;3;2;2;3;2;3;1;1;1;2;3;1;1;1;2
USERGRP380;2;3;1;2;2;2;2;3;1;1;2;2;2;2;2;2;3;3;3;2;1;2;3;2;3;1;3;1;3;1;3;1;2;1;1;2;1;1;2;2;2;2;2;3;1;2;2;1;1;3;2;2;2;2;3;2;1;3;1;3;1;3;1;2;1;3;3;2;3;3;1;1;2;1;3;3;1;3;2;3;3;3;1;1;3;2;3;2;2;3;2;2;1;3;3;3;1;1;1;2;3;1;3;2;3;1;2;3
USERGRP381;1;2;2;3;3;1;2;2;3;3;3;2;3;3;2;2;3;3;1;1;1;1;2;3;1;2;2;1;2;1;3;1;1;1;3;2;2;3;1;2;2;2;2;3;1;1;2;2;2;2;2;2;3;3;3;2;1;2;3;2;3;1;3;1;3;1;3;1;2;1;1;2;1;1;2;2;2;2;2;3;1;2;2;1;1;3;2;2;2;2;3;2;1;3;1;3;1;3;1;2;1;3;3;2;3;3;1;1
USERGRP382;2;1;2;3;2;1;3;3;3;1;1;2;3;2;3;3;2;1;1;1;2;3;1;2;3;2;1;1;2;1;3;2;2;2;2;3;1;2;2;3;3;1;2;2;3;3;3;2;3;3;2;2;3;3;1;1;1;1;2;3;1;2;2;1;2;1;3;1;1;1;3;2;2;3;1;2;2;2;2;3;1;1;2;2;2;2;2;2;3;3;3;2;1;2;3;2;3;1;3;1;3;1;3;1;2;1;1;2
USERGRP383;3;3;1;2;2;3;3;1;1;1;1;1;1;3;2;1;2;2;1;3;3;1;3;1;1;2;1;2;2;3;1;3;2;2;3;2;2;1;2;3;2;1;3;3;3;1;1;2;3;2;3;3;2;1;1;1;2;3;1;2;3;2;1;1;2;1;3;2;2;2;2;3;1;2;2;3;3;1;2;2;3;3;3;2;3;3;2;2;3;3;1;1;1;1;2;3;1;2;2;1;2;1;3;1;1;1;3;2
USERGRP384;3;1;3;1;2;1;3;2;3;1;3;1;3;1;1;1;2;2;1;2;2;1;2;1;1;1;2;2;2;1;3;2;3;1;2;3;3;3;1;2;2;3;3;1;1;1;1;1;1;3;2;1;2;2;1;3;3;1;3;1;1;2;1;2;2;3;1;3;2;2;3;2;2;1;2;3;2;1;3;3;3;1;1;2;3;2;3;3;2;1;1;1;2;3;1;2;3;2;1;1;2;1;3;2;2;2;2;3
USERGRP385;1;1;3;1;3;3;1;1;1;3;3;1;3;1;2;2;1;1;2;2;1;1;3;2;1;3;2;2;2;3;1;3;3;3;2;2;3;1;3;1;2;1;3;2;3;1;3;1;3;1;1;1;2;2;1;2;2;1;2;1;1;1;2;2;2;1;3;2;3;1;2;3;3;3;1;2;2;3;3;1;1;1;1;1;1;3;2;1;2;2;1;3;3;1;3;1;1;2;1;2;2;3;1;3;2;2;3;2
USERGRP386;3;3;1;2;3;2;3;2;2;1;2;1;3;1;3;3;3;3;3;3;1;3;1;3;1;2;2;1;3;3;2;1;2;2;1;3;1;1;3;1;3;3;1;1;1;3;3;1;3;1;2;2;1;1;2;2;1;1;3;2;1;3;2;2;2;3;1;3;3;3;2;2;3;1;3;1;2;1;3;2;3;1;3;1;3;1;1;1;2;2;1;2;2;1;2;1;1;1;2;2;2;1;3;2;3;1;2;3
USERGRP387;2;2;3;3;3;2;3;2;1;2;3;2;1;2;1;3;2;2;2;1;1;1;2;2;1;2;3;1;1;3;3;2;2;3;3;1;3;3;1;2;3;2;3;2;2;1;2;1;3;1;3;3;3;3;3;3;1;3;1;3;1;2;2;1;3;3;2;1;2;2;1;3;1;1;3;1;3;3;1;1;1;3;3;1;3;1;2;2;1;1;2;2;1;1;3;2;1;3;2;2;2;3;1;3;3;3;2;2
USERGRP388;2;3;1;1;3;1;2;2;2;2;1;1;1;3;1;3;3;1;3;2;1;3;2;2;2;3;1;3;1;1;3;1;3;1;1;3;2;2;3;3;3;2;3;2;1;2;3;2;1;2;1;3;2;2;2;1;1;1;2;2;1;2;3;1;1;3;3;2;2;3;3;1;3;3;1;2;3;2;3;2;2;1;2;1;3;1;3;3;3;3;3;3;1;3;1;3;1;2;2;1;3;3;2;1;2;2;1;3
USERGRP389;1;3;1;2;1;3;3;2;2;1;2;2;2;1;1;3;2;1;1;1;3;2;1;1;3;2;3;1;3;2;1;2;1;2;1;3;2;3;1;1;3;1;2;2;2;2;1;1;1;3;1;3;3;1;3;2;1;3;2;2;2;3;1;3;1;1;3;1;3;1;1;3;2;2;3;3;3;2;3;2;1;2;3;2;1;2;1;3;2;2;2;1;1;1;2;2;1;2;3;1;1;3;3;2;2;3;3;1
USERGRP390;1;1;2;3;3;1;1;2;2;2;3;2;2;2;2;3;2;2;3;3;3;3;1;2;2;3;3;3;3;3;3;2;2;2;3;2;1;3;1;2;1;3;3;2;2;1;2;2;2;1;1;3;2;1;1;1;3;2;1;1;3;2;3;1;3;2;1;2;1;2;1;3;2;3;1;1;3;1;2;2;2;2;1;1;1;3;1;3;3;1;3;2;1;3;2;2;2;3;1;3;1;1;3;1;3;1;1;3
USERGRP391;2;3;1;2;1;1;1;1;2;3;3;1;1;3;1;3;1;1;2;2;3;1;3;2;2;2;1;3;3;1;1;3;2;3;2;2;1;1;2;3;3;1;1;2;2;2;3;2;2;2;2;3;2;2;3;3;3;3;1;2;2;3;3;3;3;3;3;2;2;2;3;2;1;3;1;2;1;3;3;2;2;1;2;2;2;1;1;3;2;1;1;1;3;2;1;1;3;2;3;1;3;2;1;2;1;2;1;3
USERGRP392;3;1;3;1;3;3;3;3;2;3;3;3;2;1;1;1;2;2;3;1;1;3;2;1;2;2;3;1;1;2;2;2;2;1;3;3;2;3;1;2;1;1;1;1;2;3;3;1;1;3;1;3;1;1;2;2;3;1;3;2;2;2;1;3;3;1;1;3;2;3;2;2;1;1;2;3;3;1;1;2;2;2;3;2;2;2;2;3;2;2;3;3;3;3;1;2;2;3;3;3;3;3;3;2;2;2;3;2
USERGRP393;1;2;2;1;1;1;2;1;3;3;1;2;2;1;1;1;1;2;1;3;3;3;3;1;1;3;3;3;2;2;1;3;3;2;1;1;3;1;3;1;3;3;3;3;2;3;3;3;2;1;1;1;2;2;3;1;1;3;2;1;2;2;3;1;1;2;2;2;2;1;3;3;2;3;1;2;1;1;1;1;2;3;3;1;1;3;1;3;1;1;2;2;3;1;3;2;2;2;1;3;3;1;1;3;2;3;2;2
USERGRP394;3;2;1;1;1;1;1;3;1;3;2;3;2;3;1;2;2;1;2;1;1;3;1;3;3;1;3;3;2;3;3;3;3;2;3;3;1;2;2;1;1;1;2;1;3;3;1;2;2;1;1;1;1;2;1;3;3;3;3;1;1;3;3;3;2;2;1;3;3;2;1;1;3;1;3;1;3;3;3;3;2;3;3;3;2;1;1;1;2;2;3;1;1;3;2;1;2;2;3;1;1;2;2;2;2;1;3;3
USERGRP395;1;1;2;2;3;3;3;2;3;2;1;1;2;2;3;1;1;2;3;1;3;3;3;3;3;3;1;1;1;3;3;2;1;2;1;1;3;2;1;1;1;1;1;3;1;3;2;3;2;3;1;2;2;1;2;1;1;3;1;3;3;1;3;3;2;3;3;3;3;2;3;3;1;2;2;1;1;1;2;1;3;3;1;2;2;1;1;1;1;2;1;3;3;3;3;1;1;3;3;3;2;2;1;3;3;2;1;1
USERGRP396;2;3;1;1;1;3;2;3;2;2;2;2;3;3;2;2;1;2;1;1;2;2;3;1;1;1;1;2;3;2;2;3;2;1;3;2;1;1;2;2;3;3;3;2;3;2;1;1;2;2;3;1;1;2;3;1;3;3;3;3;3;3;1;1;1;3;3;2;1;2;1;1;3;2;1;1;1;1;1;3;1;3;2;3;2;3;1;2;2;1;2;1;1;3;1;3;3;1;3;3;2;3;3;3;3;2;3;3
USERGRP397;1;1;3;3;3;1;1;1;2;3;1;1;1;1;1;2;1;2;3;1;1;3;2;1;2;2;1;2;3;1;1;1;1;1;1;2;2;3;1;1;1;3;2;3;2;2;2;2;3;3;2;2;1;2;1;1;2;2;3;1;1;1;1;2;3;2;2;3;2;1;3;2;1;1;2;2;3;3;3;2;3;2;1;1;2;2;3;1;1;2;3;1;3;3;3;3;3;3;1;1;1;3;3;2;1;2;1;1
USERGRP398;1;2;2;2;1;2;3;2;2;2;3;1;1;1;2;3;3;1;1;3;2;2;3;3;2;2;1;2;1;1;3;1;2;2;3;2;1;1;3;3;3;1;1;1;2;3;1;1;1;1;1;2;1;2;3;1;1;3;2;1;2;2;1;2;3;1;1;1;1;1;1;2;2;3;1;1;1;3;2;3;2;2;2;2;3;3;2;2;1;2;1;1;2;2;3;1;1;1;1;2;3;2;2;3;2;1;3;2
USERGRP399;3;2;3;3;3;3;3;1;2;2;1;1;1;2;1;1;2;3;2;1;3;1;1;2;1;1;3;2;2;2;3;1;1;3;1;2;1;2;2;2;1;2;3;2;2;2;3;1;1;1;2;3;3;1;1;3;2;2;3;3;2;2;1;2;1;1;3;1;2;2;3;2;1;1;3;3;3;1;1;1;2;3;1;1;1;1;1;2;1;2;3;1;1;3;2;1;2;2;1;2;3;1;1;1;1;1;1;2
USERGRP400;2;1;2;2;1;2;2;1;1;1;1;3;2;2;3;2;3;3;1;1;3;3;2;1;2;3;3;3;3;3;3;1;3;2;3;1;3;2;3;3;3;3;3;1;2;2;1;1;1;2;1;1;2;3;2;1;3;1;1;2;1;1;3;2;2;2;3;1;1;3;1;2;1;2;2;2;1;2;3;2;2;2;3;1;1;1;2;3;3;1;1;3;2;2;3;3;2;2;1;2;1;1;3;1;2;2;3;2
